Longitude,Latitude,SourceID,January,February,March,April,May,June,July,August,September,October,November,December
-82.446935,34.932794,23GC004GG01,0,0,0,0,0,0,0,0,0,0,0,0
-82.283533,34.824412,23IN058GG01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
-82.283924,34.824317,23IN058GG02,0.78,0.25,0,0.54,1.07,0.89,0.77,0.84,0.68,0.4,0.25,0.29
-82.283332,34.825426,23IN058GG03,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
-82.283387,34.825447,23IN058GG04,0.04,0.09,0.13,0.1,0.09,0.09,0.08,0.07,0.07,0.09,0.07,0.1
-82.282468,34.825158,23IN058GG05,0.14,0.2,0.27,0.23,0.16,0.19,0.13,0.14,0.12,0.18,0.12,0.14
-82.282996,34.824398,23IN058GG06,2.44,2.31,2.96,3.03,3.42,3.15,2.54,2.67,2.28,2.68,2.68,2.79
-82.282492,34.824288,23IN058GG07,0.36,0.32,0.37,0.35,0.46,0.43,0.34,0.36,0.32,0.36,0.19,0.32
-82.281697,34.82425,23IN058GG08,0.18,0.21,0.17,0.15,0.18,0.16,0.11,0.14,0.09,0.24,0.32,0.19
-82.284189,34.836734,23IN058GG09,0.24,0.15,0.22,0.21,0.21,0.2,0.19,0.14,0.18,0.18,0.2,0.18
-82.284561,34.836819,23IN058GG10,0.34,0.3,0.21,0.37,0.35,0.36,0.34,0.22,0.35,0.33,0.35,0.3
-82.285181,34.836914,23IN058GG11,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
-82.286455,34.837132,23IN058GG12,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.01,0.02,0.03,0.03,0.03
-82.286047,34.833886,23IN058GG13,0.02,0.16,0.11,0.09,0.09,0.07,0.04,0.06,0.08,0.1,0.07,0.05
-82.286434,34.835412,23IN058GG14,0.48,0.43,0.48,0.48,0.45,0.48,0.47,0.33,0.47,0.05,0.48,0.44
-82.284884,34.835252,23IN058GG15,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.04,0.06,0.17,0.04,0.03
-82.284851,34.833604,23IN058GG16,0.69,0.62,0.66,0.55,0.43,0.36,0.31,0.18,0.21,0.47,0.67,0.6
-82.286157,34.826442,23IN058GG17,0.19,0.2,0.28,0.33,0.26,0.23,0.24,0.26,0.22,0.21,0.16,0.2
-82.285447,34.831797,23IN058GG18,0.06,0.09,0.04,0.04,0.05,0.05,0.04,0.02,0.03,0.07,0.07,0.05
-82.285751,34.831396,23IN058GG19,0.09,0.04,0.09,0.08,0.09,0.13,0.15,0.1,0.12,0.08,0.04,0.05
-82.285908,34.827323,23IN058GG20,0.08,0.11,0.13,0.11,0.14,0.14,0.13,0.13,0.12,0.12,0.08,0.08
-82.285341,34.828151,23IN058GG21,0.08,0.18,0.2,0.21,0.26,0.23,0,0,0.03,0.21,0.21,0.2
-82.28535,34.829244,23IN058GG22,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02
-82.334014,35.147792,23WS006GG01,0,0,0,0,0,0,0,0,0,0,0,0
-82.332073,35.150344,23WS006GG04,0.6819,0.5549,0.667,0.6795,1.102,1.3037,1.2356,1.0702,1.0645,1.1695,0.8395,0.7777
-82.33636,35.144696,23WS006GG05,0.3314,0.2955,0.3154,0.3642,0.4873,0.6024,0.5364,0.4895,0.5175,0.5306,0.3962,0.3996
-82.329461,35.148757,23WS006GG06,0.3752,0.3112,0.344,0.3446,0.5473,0.6112,0.5018,0.5299,0.5224,0.5212,0.4063,0.3925
-82.334827,35.146678,23WS006GG07,0.1751,0.1576,0.1689,0.1921,0.3201,0.5453,0.4369,0.368,0.3502,0.3361,0.2786,0.285
-82.335205,35.147758,23WS006GG08,0.3814,0.3332,0.2252,0.4187,0.4487,0.6572,0.5643,0.3135,0.3357,0.5588,0.4124,0.446
-82.334008,35.147738,23WS006GG09,0,0,0,0,0,0,0,0,0,0,0,0
-82.328333,35.151111,23WS006GG11,0,0,0,0,0,0,0,0,0,0.4428,0.855,0.6788
-82.328333,35.151111,23WS006GG12,0.7697,0.6126,0.7345,0.763,1.0996,1.3355,1.2336,1.274,1.149,0.6769,0,0
-82.202348,34.214933,24IN052GG01,0,0,0,0.848,0.868,0.84,0.868,0.868,0.84,0.868,0.84,0
-82.195048,34.27407,24IR001GG01,0,0,0,0,0,0,0,0,0,0,0,0
-82.197911,34.27118,24IR001GG02,0.007,0.003,0.014,0.02,0.021,0.01,0.0072,0.004,0.004,0.01,0.007,0.007
-82.197854,34.270849,24IR001GG03,0,0,0,0,0,0,0,0,0,0,0,0
-82.198634,34.270438,24IR001GG04,0,0.001,0.01,0,0,0,0.002,0.003,0.002,0.001,0.001,0.001
-82.196687,34.272494,24IR001GG05,0,0,0,0,0,0,0,0,0,0,0,0
-81.20892,32.746497,25AQ033GG01,4,3,3,5,18,18,9,8,5,3,2,2
-81.210165,32.748915,25AQ033GG02,1,1.5,2,1.5,1,1,1.2,1.8,1.5,0.8,1,1
-81.111449,32.878317,25IN001GG02,0,0,0,0,0,0,0,0,0,0,0,0
-81.112297,32.875118,25IN001GG03,0,0,0,0,0,0,0,0,0,0,0,0
-81.110398,32.875614,25IN001GG04,0,0,0,0,0,0,0,0,0,0,0,0
-81.252222,32.665833,25IR004GG01,0,0,2.5,3.2,9.2,17.3,8.2,8.3,6.8,10.3,7.4,1.7
-81.267633,32.816133,25IR005GG05,0,0,0,0,0,5.382,2.1528,0.8034,0.7488,0,0,0
-81.2575,32.808733,25IR005GG06,0,0,0,0,1.3104,3.7284,0.4563,0,0,0,0,0
-81.335717,32.766967,25IR005GG07,0,0,0,0,0,0,2.6598,0,2.3244,0,0,0
-81.2802,32.819383,25IR005GG08,0,0,0,0,0,4.9011,4.1004,0,1.0455,0,0,0
-81.268633,32.821133,25IR005GG09,0,0,0,0,0,4.0176,3.0384,1.0008,0.396,0,0,0
-81.243783,32.786883,25IR005GG10,0,0,0,0,0.7425,4.6794,0.7095,0.0462,0,0,0,0
-81.24255,32.777583,25IR005GG11,0,0,0,0,0,0,0,0,0,0,0,0
-81.316354,32.778823,25IR005GG12,0,0,0,0,0,6.19152,2.51856,0.10824,1.056,0,0,0
-81.325644,32.78771,25IR005GG14,0,0,0,0,0,4.32961,1.9932,0.6765,0,0,0,0
-81.32732,32.75452,25IR005GG16,0,0,0,0,0,3.9312,3.6144,0,0.768,0.0624,0,0
-81.250824,32.817768,25IR005GG17,0,0,0,0,3.5145,11.4081,2.6862,0,0,0,0,0
-81.249479,32.883389,25IR005GG18,0,0,0,0,0.0098,4.9202,0.396,0,0,0,0,0
-81.248889,32.780167,25IR005GG19,0,0,0,0,5.9058,15.606,5.6967,0,0,0,0,0
-81.260469,32.757995,25IR015GG01,0,0,0,4.19,4.19,20.95,16.76,12.57,2.57,0,0,0
-81.235469,32.848085,25IR015GG02,0,0,0,0.99,1.98,11.88,9.9,3.66,0,0,0,0
-81.250048,32.848468,25IR015GG03,0,0,0,1.07,2.14,10.72,10.72,6.51,0,0,0,0
-81.229444,32.8175,25IR015GG04,0,0,0,0.45,2.67,4.45,4.45,0.89,0,0,0,0
-81.285477,32.802509,25IR015GG05,0,0,0,1.07,2.14,10.72,10.72,6.42,0.53,0,0,0
-81.25534,32.764243,25IR015GG06,0,0,0,1.4,4.2,14,14.35,5.6,1.37,0,0,0
-81.253139,32.770784,25IR015GG07,0,0,0,0.66,2.64,6.6,6.6,3.13,0,0,0,0
-81.296402,32.76565,25IR015GG08,0,0,0,0.83,3.3,8.25,8.25,3.3,0,0,0,0
-81.275866,32.761711,25IR015GG09,0,0,0,0.54,2.16,5.4,5.4,2.08,0,0,0,0
-81.284656,32.76287,25IR015GG10,0,0,0,1.12,4.5,11.25,11.25,4.75,0,0,0,0
-81.285786,32.773038,25IR015GG11,0,0,0,1.44,2.88,7.2,5.76,3.67,0,0,0,0
-81.25112,32.827078,25IR015GG12,0,0,0,1.31,5.24,13.15,13.15,3.9,0,0,0,0
-81.243139,32.828556,25IR015GG13,0,0,0,1.15,4.58,11.45,11.45,5.09,0,0,0,0
-81.147583,32.950683,25IR018GG01,0,0,0,1.2,4,0.4,3.3,2.1,12,0.1,0,0
-81.203048,32.957687,25IR018GG02,0,0,0.2,0.1,1.5,4,4,1.5,0.3,0,0,0
-81.312267,32.793841,25IR025GG01,0,0,0,0,0,6.41115,2.7297,1.0246,2.268,0,0,0
-81.305959,32.802101,25IR025GG02,0,0,0,0,0.9639,8.0682,5.2887,1.8156,0,0,0,0
-81.304818,32.792866,25IR025GG03,0,0,0,0,5.7519,21.65625,4.8213,0,0,0,0,0
-81.171733,32.783133,25IR027GG01,0,0,0,0,1,4,1,0,0,0,0,0
-81.175883,32.778667,25IR027GG02,0,0,0,0,0.5,0.5,2,0,0,0,0,0
-81.175033,32.763967,25IR027GG03,0,0,0,0,0.5,2,2,0,0,0,0,0
-81.206151,32.747651,25IR027GG04,0,0,0,0,1.5,6.5,2.6,0,0,0,0,0
-81.204951,32.776317,25IR027GG05,0,0,0,0,2,2,4,2,0,0,0,0
-81.196451,32.773067,25IR027GG06,0,0,0,0,2,2,2,0,0,0,0,0
-81.188167,32.770351,25IR027GG07,0,0,0,0,1,1,4,1,0,0,0,0
-81.186333,32.765601,25IR027GG08,0,0,0,0,1,1,4,1,0,0,0,0
-81.169601,32.776533,25IR027GG09,0,0,0,0,1,3,3,1,0,0,0,0
-81.185167,32.780267,25IR027GG10,0,0,0,0,1,3,3,1,0,0,0,0
-81.202217,32.770967,25IR027GG11,0,0,0,0,1.3,4,5.3,1.3,0,0,0,0
-81.209549,32.719717,25IR027GG12,0,0,0,0,1.2,6.2,2.5,0,0,0,0,0
-81.170983,32.777051,25IR027GG13,0,0,0,0,0.5,0.5,2,1,0,0,0,0
-81.212961,32.775021,25IR027GG14,0,0,0,0,1.5,1.5,5,1.5,0,0,0,0
-81.218051,32.762733,25IR027GG15,0,0,0,0,2.2,2.2,7,2.2,0,0,0,0
-81.171767,32.771267,25IR027GG16,0,0,0,0,0.5,1.5,2,2,0,0,0,0
-81.201417,32.765401,25IR027GG17,0,0,0,0,1.5,5,5,1.5,0,0,0,0
-81.207167,32.725083,25IR027GG18,0,0,0,0,2,2.6,1.6,0,0,0,0,0
-81.21221,32.73716,25IR027GG19,0,0,0,0,4,10.5,4,0,0,0,0,0
-81.25978,32.777928,25IR027GG20,0,0,0,0,1.5,5,4,1,0,0,0,0
-81.17459,32.77313,25IR027GG21,0,0,0,0,0.5,2,2,1,0,0,0,0
-81.266825,32.77312,25IR027GG22,0,0,0,0,2,2.5,1.5,0,0,0,0,0
-81.17117,32.78619,25IR027GG23,0,0,0,0,1,3,3,1,0,0,0,0
-81.18022,32.77447,25IR027GG24,0,0,0,0,1,1,4,1,0,0,0,0
-81.26902,32.76892,25IR027GG27,0,0,0,0,1.5,3.5,1.5,0,0,0,0,0
-81.090318,32.705404,25IR028GG01,0.6,2.5,1.3,5.9,4.4,7.1,4.3,3.9,4.2,5.1,1.7,0
-81.006806,32.876028,25IR030GG01,0,0,0,0,0,0,0,0,0,0,0,0
-81.009,32.868,25IR030GG02,0,0,0,0,0,0,0,0,0,0,0,0
-80.956183,32.7143,25IR031GG01,0,0,0.39,5.829,6.134,7.291,7.308,6.372,5.941,2.975,0,0
-80.960616,32.70803,25IR031GG02,0,0,1.624,2.619,2.733,3.418,3.214,2.65,2.091,0.782,0,0
-80.918516,32.742416,25IR032GG01,0,0,1.69,2.586,2.701,3.821,3.134,2.691,1.772,0.884,0,0
-81.1451,32.709817,25IR033GG01,0,0,1.4,2.7,1,3.7,2.6,1.9,3.4,2.6,1,0
-81.157733,32.707583,25IR034GG01,0,0.6,0.3,1.3,2,2.5,2.3,1.5,1.7,1.7,0.2,0
-81.271944,32.772778,25IR051GG01,0,0,0,1,2.5,1.5,2,1.5,0,0,0,0
-81.270556,32.778611,25IR051GG02,0,0,0,1,1.5,2.5,2.5,2,0,0,0,0
-81.290479,32.7709,25IR051GG03,0,0,0,0.5,2.5,2,2.5,2.5,1.5,0,0,0
-81.32094,32.76355,25IR051GG04,0,0,0,0,1,2.5,2.5,1.5,0,0,0,0
-81.273722,32.765275,25IR051GG05,0,0,0,0,1,1,2,2,1,0,0,0
-81.137218,32.760316,25IR052GG01,0,0,0,0,0,1,1.5,1,0,0,0,0
-81.135852,32.757875,25IR052GG02,0,0,0,0,1,2,2,2,0,0,0,0
-81.137218,32.760316,25IR052GG03,0,0,0,0,0,1,1,1,0,0,0,0
-81.133064,32.765985,25IR052GG04,0,0,0,0,0,2,2,1,0,0,0,0
-81.135555,32.759305,25IR052GG05,0,0,0,0,0,1,1,1,0,0,0,0
-81.19085,32.75563,25IR053GG01,0,0,4.327,8.619,9.271,11.645,11.219,9.871,6.042,2.006,0,0
-81.197583,32.75335,25IR053GG02,0,0,0,0.769,1.21,1.748,2.019,1.512,0,0,0,0
-81.1489,32.688867,25IR055GG01,0,0,1.906,2.741,4.392,5.812,5.891,4.824,2.693,2.241,0,0
-81.19083,32.745616,25IR056GG01,0,0,3.554,5.077,6.411,7.461,7.019,6.321,5.748,3.289,0,0
-81.179983,32.75046,25IR056GG02,0,0,0.784,1.621,2.017,2.625,2.314,1.945,1.692,0.586,0,0
-81.175783,32.748683,25IR056GG03,0,0,0.629,1.74,1.816,2.341,2.109,1.792,1.502,0.552,0,0
-81.2656,32.766416,25IR058GG01,0,0,1.821,3.301,3.518,4.621,4.392,2.824,2.899,0,0,0
-81.20745,32.9338,25IR059GG01,1,1,1.5,1.5,3.25,3.5,4,3.5,1,1,0.5,0
-81.20813,32.9313,25IR059GG02,1,1,0.75,1.5,1.5,1.5,2.5,1.75,0.5,0.5,0.1,0
-81.210416,32.931016,25IR059GG03,0,0.1,0.1,0.1,1,1,1,0.1,0.1,0.1,0.1,0
-81.21043,32.931098,25IR059GG04,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
-81.1991,32.931983,25IR059GG05,4,0,1,1.5,3.25,4.5,1,0,0,0,0,0
-81.205833,32.927778,25IR059GG07,6,2,1.5,1.5,2,3,3,2,1,1,0,0
-81.224502,32.931956,25IR059GG08,0,0,1.5,2.5,2.5,2.5,3,2.5,2,0,0,0
-81.230833,32.926111,25IR059GG09,0,0,0.2,0.3,0.5,0.5,0.5,0.5,0.5,0.1,0,0
-81.22981,32.938109,25IR059GG10,0,0,0,3,3,3,3,0,0,0,0,0
-81.208838,32.938195,25IR059GG11,0,0,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0
-81.199722,32.864142,25IR060GG01,0,0,0,0,2,2,2.5,2.5,1,0,0,0
-81.280617,32.77075,25IR061GG01,0,0,0,0,2,4,2.5,1.5,1,0,0,0
-81.252618,32.704251,25IR061GG02,0,0,0,0,1,2.5,2.5,1.5,1,1,0,0
-81.256694,32.70883,25IR061GG03,0,0,0,0,1.5,2,2.5,2.5,1,1,0,0
-81.290278,32.785833,25IR061GG04,0,0,0,0,0,1.5,2.5,2.5,1,0,0,0
-81.284132,32.7451,25IR062GG01,0,0,0,0,1.0992,4.0416,5.8416,0.0096,2.1936,0,0,0
-81.231792,32.889792,25IR064GG01,0,0,0,3,4,21,26,11,0,0,0,0
-81.222661,32.870117,25IR064GG02,0,0,0,0,2,4,14,10,2,0,0,0
-81.225636,32.895161,25IR064GG03,0,0,0,0,0,0,0,0,0,0,0,0
-81.22588,32.89509,25IR064GG04,0,0,0,0,3,6,16,13,5,0,0,0
-81.22185,32.6831,25IR065GG01,0.28,0.24,0.26,1.2,1.6,3,2.9,1.5,1.4,0.9,0.5,0
-81.196883,32.691182,25IR065GG02,0,0,0.4,0.5,2.2,2.3,3.6,2.8,2.1,2,2.8,0.4
-81.117416,32.6767,25IR065GG03,0,1.3,1.6,3.7,8,8.9,5.3,3.8,5,3.9,1.4,0
-81.149483,32.6546,25IR065GG04,0,1.5,2.3,5.3,7.6,12.4,9.4,6.5,7.5,9.4,5.4,0.6
-81.21845,32.692817,25IR065GG05,0,0.5,0.6,0.6,1.1,1.5,1.2,1,1.2,1,0.4,0
-81.218033,32.6926,25IR065GG06,0,1,1.3,1.5,2.2,3.7,2.9,1.9,2.6,1.8,0.9,0.9
-81.17935,32.6878,25IR065GG07,0,0,0,0,0,0,0,0,0,0,0,0
-81.186383,32.654517,25IR065GG08,0.8,0.2,0.5,1.8,2.4,4.5,2.1,2.2,2.3,2.4,1.1,0
-81.145317,32.655483,25IR065GG09,0.9,0.4,0.5,0.8,1.8,0.6,1.3,1,1.5,1.5,0.3,0
-81.195067,32.66635,25IR065GG10,0,0,1,0.4,2,2.5,3.3,2.1,2.1,2.8,1.9,0.4
-81.1985,32.671467,25IR065GG11,0,0,1.8,0.7,2.1,3,3.8,3.3,2,3.6,3.3,0.6
-81.192183,32.671317,25IR065GG12,0,0,1.4,0.5,1.7,2.5,2.8,1.3,1.3,2.6,3.6,0.4
-81.183967,32.664017,25IR065GG13,0,0,0,0,0,0,0,0,0,0,0,0
-81.2024,32.662667,25IR065GG14,0,0,0,0,0,0,0,0,0,4,10,4
-81.163,32.691108,25IR065GG15,0,0.3,0.8,1.1,2.6,3.2,1.9,1.8,2.8,1.4,0.4,0
-81.2071,32.6796,25IR065GG16,0,0,0.6,0.5,0.9,1.5,2.6,1.5,1.2,1.5,0.9,0.6
-81.283733,32.691433,25IR065GG17,0,0,1.7,0.9,3.7,5.4,9,5.3,0,4.8,6.3,0.8
-81.112133,32.680133,25IR065GG18,0,0,1.2,1.3,3.9,2.9,3.7,2.4,2.1,2.5,4,3
-81.204883,32.6739,25IR065GG19,0,0,0,1.4,2.9,3.8,2.6,2.1,2,0.9,0,0
-81.209717,32.6771,25IR065GG20,0,0,0.5,0.6,1,1.9,2.6,1.4,1,1,6.2,0.2
-81.149083,32.668233,25IR065GG21,0,2.1,1.6,4.9,6,8.1,4.7,2.9,7.6,4.2,0.7,0
-81.216967,32.66575,25IR065GG22,0,0,0,0.6,2.6,2.8,6.2,1.7,2.9,3.7,1.3,0
-81.272609,32.693927,25IR065GG23,0,0.8,0.4,2.6,2.6,3.9,2.3,1.1,2.5,1.7,0.6,0
-81.147263,32.746858,25IR065GG24,0,0,0.7,3.5,2.7,6.8,3.1,4.9,2.5,3.8,1.2,0
-81.213559,32.691296,25IR065GG25,0.5,2.7,1.6,4.7,7.3,8.7,7.3,5.9,6.9,5.7,2.8,0
-81.248596,32.673085,25IR065GG26,0,1.2,0.5,1.7,4.5,2.7,2.8,2,2.7,2.1,0.4,0
-81.247265,32.67865,25IR065GG27,0,1,0.4,1.9,2.7,4.1,2.5,2.1,1.9,3.1,0.4,0
-81.259701,32.667417,25IR065GG28,0,0.7,0.3,1.4,1.9,3,2.3,0.4,1.7,2,0.3,0
-81.239667,32.670483,25IR065GG29,0,1,0.4,1.7,2.9,4.9,2,1.6,2.1,1.7,0.4,0
-81.176101,32.639201,25IR065GG30,0,0.7,1.2,1.4,2,3.6,2,1.4,1.6,2.4,1.1,0
-81.103093,32.942132,25IR066GG01,0,0,0,0,6.84,9.12,9.12,0,0,0,0,0
-81.10288,32.950757,25IR066GG02,0,0,0,1.14,6.84,9.12,9.12,0,0,0,0,0
-81.2124,32.6955,25IR068GG01,0,0,0.2,1.9,3.2,3.2,2.4,1.5,1.9,1.7,0.3,0
-81.182005,32.649074,25IR068GG02,0,0,0.4,0.9,1.9,4.9,2.4,0.9,0.8,2.2,1,0
-81.27775,32.74021,25IR069GG01,0,0,0,0,3.84,6.11,7.85,7.11,4.22,0,0,0
-81.27775,32.74021,25IR069GG02,0,0,0,0,7.11,9.85,8.85,7.55,4.62,0,0,0
-81.156337,32.703215,25IR070GG01,0,0,0,0,1.89,3.89,3.55,3.99,2.12,0,0,0
-81.15018,32.69427,25IR070GG02,0,0,0,0,1.12,3.33,4.11,3.11,1.22,0,0,0
-81.153333,32.69765,25IR070GG03,0,0,0,0,1.99,3.89,4.23,3.82,1.83,0,0,0
-81.151111,32.700278,25IR070GG04,0,0,0,0,0,1.84,2.54,2.83,2.68,0,0,0
-81.157424,32.972177,25IR071GG01,0,0,10,20,40,40,40,40,40,0,0,0
-81.234217,32.864086,25IR072GG01,0,0,0,1.35,1.35,1.35,1.35,1.35,1.35,0,0,0
-81.227937,32.854838,25IR072GG02,0,0,0,1.35,1.35,1.35,1.35,1.35,0,0,0,0
-81.197224,32.831969,25IR072GG03,0,0,0,0,1.35,1.35,1.35,1.35,1.35,0,0,0
-81.242779,32.859256,25IR072GG04,0,0,0,0,1.35,1.35,1.35,1.35,1,0,0,0
-81.103086,32.829861,25IR074GG01,0,0,0,0,1.35,1.35,1.35,1.35,1.35,0,0,0
-81.30229,32.8049,25IR075GG01,0,0,0,0,1.61,1.63,4.9,0,0,0,0,0
-81.04428,32.75024,25IR077GG01,0,0,0.0039,0.0819,2.2,3.6,0.27,0,0,0,0,0
-81.143956,32.820519,25IR078GG01,0,0,0,0,0.148,1.39,0.241,1.866,0,0,0,0
-81.115875,32.865052,25WS001GG02,5.72,4.63,4.85,0.048,2.28,9.73,10.22,0.776,0.02,6.66,6.32,3.35
-81.118168,32.872021,25WS001GG04,5.11,4.08,5.07,11.18,7.76,0.043,0.0058,9.1,8.26,6.38,2.71,6.9
-81.081972,32.85188,25WS002GG02,0,0,0,0,0,0,0,0,0,0,0,0
-81.067751,32.842027,25WS002GG03,0.077,0.097,0.046,1.98,1.89,1.37,0,0,0,0,0,0
-81.073475,32.862311,25WS002GG04,0,0,4.53,3.27,4.1,4.28,5.49,6,6.06,5.74,4.44,6.52
-81.247444,32.751319,25WS003GG03,0,0.717,0,0,0,1.182,1.247,0.581,0,0,0,0.171
-81.24837,32.723414,25WS003GG07,6.548,4.428,5.15,6.333,6.628,6.993,8.874,6.9974,7.038,5.313,5.375,7.561
-81.23248,32.747949,25WS003GG08,9.232,8.278,9.104,8.756,9.211,8.661,7.515,7.351,7.218,8.333,7.655,7.797
-80.864916,32.697663,25WS004GG02,3.61,2.37,3.6,2.53,3.85,2.23,1.32,1.83,4.19,3.8,2.37,4.19
-80.851974,32.694575,25WS004GG03,1.21,2.05,1.45,1.96,1.81,3.05,3.78,3.77,1.1,1.92,3.46,1.81
-81.185608,32.681641,25WS006GG01,0.08,0.2,0.4,0.5,0.5,1.3,0.7,0.6,0.5,1,0.6,0.3
-81.188116,32.681096,25WS006GG02,0.05,0.1,0.1,0.1,0.3,0.8,0.3,0.2,0.4,0.1,0.09,0.6
-81.182002,32.682912,25WS006GG03,0,0.9,0.4,0.7,0.4,0.7,0.4,0.6,0.8,0.7,0.4,1.3
-81.236474,32.861692,25WS007GG01,0.09,0,0,0,0,0,0,0,2.26,1.38,1.32,1.84
-81.241492,32.860263,25WS007GG03,3.13,2.41,2.71,2.91,3.09,3.32,3.21,2.58,1.52,1.16,0.796,1.88
-81.189777,32.927244,25WS007GG04,0.0041,0.0044,0.0031,0.0076,0.0074,0.003,0.0036,0.0039,0.126,0.0059,0.0067,0.0053
-80.946104,32.748904,25WS009GG01,0.49,1.02,0.8,1.02,0.63,0.66,0.79,0.76,0.5,0.59,0.479,0.603
-80.946491,32.748987,25WS009GG02,0,0,0,0.231,0.63,0.66,0.77,0.75,0.49,0.584,0.475,0.578
-78.711998,33.81395,26GC001GG01,0.11,0.101,0.288,0.793,0.886,1.444,1.211,1.199,0.803,0.743,0.091,0.083
-78.711639,33.813542,26GC001GG02,0,0,0,0,0,0,0,0,0,0,0,0
-78.711464,33.813077,26GC001GG03,0.044,0.07,0.19,0.205,0.583,1.087,1.322,1.093,0.384,0.9,0.009,0
-78.707721,33.820468,26GC003GG01,0,0,0.712,0.932,1.671,2.103,2.482,2.294,1.73,1.852,0.813,0.69
-78.703308,33.817456,26GC003GG03,0,0,0.785,1.202,1.98,2.383,2.771,2.088,1.703,1.852,0.792,0.585
-78.704647,33.819818,26GC003GG04,0.049,0.028,0.071,0.082,0.063,0.051,0.049,0.061,0.046,0.051,0.039,0.032
-78.703349,33.81756,26GC003GG05,0.023,0.025,0.061,0.063,0.049,0.036,0.043,0.038,0.042,0.053,0.039,0.033
-78.702439,33.818046,26GC003GG08,0.171,0.189,1.195,1.723,2.114,2.365,2.613,2.522,1.98,1.841,1.177,0.702
-78.961389,33.787778,26GC009GG02,0,0,0,0,0,0,0.04213,0,0,0,0,0
-78.961447,33.787031,26GC009GG05,0,0,0,0,0,0,0.14779,0,0,0,0,0
-78.961151,33.787637,26GC009GG06,0,0,0,0,0,0,0,0,0,0,0,0
-78.961051,33.788066,26GC009GG07,0,0,0,0,0,0,0,0,0,0,0,0
-78.960953,33.789802,26GC009GG08,0,0,0,0,0,0,0,0,0,0,0,0
-78.961025,33.79009,26GC009GG09,0,0,0,0,0,0,0,0,0,0,0,0
-78.961425,33.790236,26GC009GG10,0,0,0,0,0,0,0,0,0,0,0,0
-78.962044,33.790355,26GC009GG12,0,0,0,0,0,0,0,0,0,0,0,0
-78.962439,33.790373,26GC009GG14,0,0,0,0,0,0,0,0,0,0,0,0
-78.962713,33.790454,26GC009GG15,0,0,0,0,0,0,0,0,0,0,0,0
-78.964452,33.790843,26GC009GG16,0,0,0,0,0,0,0,0,0,0,0,0
-78.969316,33.801575,26GC009GG17,0,0,0,0,0,0,0,0,0,0,0,0
-78.9696,33.801386,26GC009GG18,0,0,0,0,0,0,0,0,0,0,0,0
-78.969177,33.801257,26GC009GG19,0,0,0,0,0,0,0,0,0,0,0,0
-78.966891,33.799815,26GC009GG20,0,0,0,0,0,0,0,0,0,0,0,0
-78.966925,33.799488,26GC009GG21,0,0,0,0,0,0,0,0,0,0,0,0
-78.966955,33.799196,26GC009GG22,0,0,0,0,0,0,0,0,0,0,0,0
-78.966815,33.798946,26GC009GG23,0,0,0,0,0,0,0,0,0,0,0,0
-78.966654,33.798681,26GC009GG24,0,0,0,0,0,0,0,0,0,0,0,0
-78.966562,33.798461,26GC009GG25,0,0,0,0,0,0,0,0,0,0,0,0
-78.966614,33.798133,26GC009GG26,0,0,0,0,0,0,0,0,0,0,0,0
-78.966644,33.797935,26GC009GG27,0,0,0,0,0,0,0,0,0,0,0,0
-78.9666,33.797887,26GC009GG28,0,0,0,0,0,0,0,0,0,0,0,0
-78.650583,33.836834,26GC013GG01,0,0,0,1.143,1.115,2.356,2.153,0.879,0.65,1.025,0,0
-78.66106,33.832009,26GC013GG02,0,0,0.335,1.344,1.235,1.956,2.658,0.721,1.136,1.035,0,0
-78.918776,33.66105,26GC020GG01,0,0,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0,0
-78.845121,33.729868,26GC021GG18,0,0,0,6.743,9.738,7.438,1.574,3.784,4.185,6.742,2.783,0
-78.651421,33.877899,26GC025GG01,0.01,0.01,0.03,0.03,0.15,1.2,1.5,1.5,0.04,0.04,0.03,0
-78.650949,33.877619,26GC025GG03,0,0,0,0,0.5,0,0.02,0,0,0,0,0
-78.653008,33.886483,26GC025GG04,0,0,0,0,0,0,0.05,0.01,0.01,0,0,0
-78.650606,33.877213,26GC025GG05,0,0,0,0.03,0.02,0.05,0.05,0.03,0.02,0,0,0
-78.624133,33.854531,26GC028GG01,0,0,0,0,0,0,0,0,0,0,0,0
-78.621348,33.856377,26GC028GG02,0,0,0,0,0,0,0,0,0,0,0,0
-78.622916,33.851126,26GC028GG03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
-78.621806,33.853882,26GC028GG04,0,0,0,0,0,0,0,0,0,0,0,0
-78.622897,33.855059,26GC028GG05,0,0,0,0,0,0,0,0,0,0,0,0
-78.621883,33.861029,26GC028GG06,0,0,0,0,0,0,0,0,0,0,0,0
